WKT,name,description
"POLYGON ((110.0167753 -7.8928507, 110.1666086 -7.9590137, 110.2412014 -7.9961535, 110.3384687 -8.0271565, 110.357681 -8.0521558, 110.3796418 -8.0676357, 110.4448564 -8.0979096, 110.5835485 -8.1366739, 110.7112806 -8.195791, 110.8307936 -8.2032168, 110.8321664 -8.1733114, 110.8156874 -8.1461246, 110.7978346 -8.1624375, 110.7858164 -8.1464621, 110.7889049 -8.1196111, 110.7768886 -8.0682863, 110.7607557 -8.0427943, 110.7566377 -8.0234081, 110.7593854 -7.999096, 110.7676257 -7.9815834, 110.7703724 -7.9094971, 110.7755221 -7.8856948, 110.7834177 -7.8700542, 110.787193 -7.8537341, 110.7835874 -7.8387721, 110.785475 -7.8115659, 110.7683083 -7.8105474, 110.759381 -7.825855, 110.7483938 -7.8202429, 110.7374072 -7.8064674, 110.7188684 -7.7926908, 110.706853 -7.8055305, 110.6843656 -7.8065077, 110.673122 -7.8013835, 110.6728651 -7.7867352, 110.6587895 -7.8038308, 110.6466013 -7.7963914, 110.6268601 -7.8032376, 110.6043721 -7.7973276, 110.5963036 -7.8070637, 110.5769056 -7.8055741, 110.5840296 -7.7912229, 110.5608128 -7.7823465, 110.5533243 -7.7887929, 110.5554165 -7.7947372, 110.5473646 -7.7931174, 110.5393126 -7.7962595, 110.5313299 -7.7970251, 110.520601 -7.7821435, 110.5119749 -7.7786993, 110.5067822 -7.7711731, 110.4922774 -7.7656449, 110.4921891 -7.7460359, 110.4879812 -7.7250661, 110.4713283 -7.6511461, 110.4679813 -7.6167362, 110.4605151 -7.5938962, 110.4610739 -7.5787328, 110.4575129 -7.5635694, 110.4448988 -7.5366459, 110.4435285 -7.5453675, 110.4318582 -7.5500048, 110.4181303 -7.5606406, 110.3913583 -7.5921211, 110.3608042 -7.6180698, 110.3427792 -7.6286612, 110.3288732 -7.6406133, 110.308443 -7.6535858, 110.3016606 -7.6590511, 110.2935047 -7.6706408, 110.2816551 -7.6904171, 110.2718642 -7.7064505, 110.2679157 -7.6959879, 110.2619076 -7.6862058, 110.265341 -7.6742123, 110.2667143 -7.6628777, 110.2639678 -7.66073, 110.2636244 -7.6578698, 110.2643111 -7.6526278, 110.266371 -7.6482685, 110.2540118 -7.6416391, 110.2413096 -7.6538056, 110.2282629 -7.6505521, 110.2227696 -7.6501161, 110.2131565 -7.648319, 110.2025135 -7.6512484, 110.1918705 -7.64465, 110.174361 -7.6481259, 110.1639755 -7.6482472, 110.160156 -7.6459258, 110.153268 -7.6466366, 110.14947 -7.6473473, 110.145393 -7.6514908, 110.1426893 -7.6450859, 110.137239 -7.6529723, 110.1319388 -7.6543634, 110.1297285 -7.657796, 110.118578 -7.6686775, 110.1291389 -7.6829648, 110.1359644 -7.6880669, 110.136267 -7.6938495, 110.1316123 -7.70027, 110.1337481 -7.7058619, 110.1324128 -7.7158024, 110.1345107 -7.7199593, 110.1313678 -7.73193, 110.1318298 -7.7399883, 110.1289873 -7.7469409, 110.1252005 -7.7504916, 110.1211133 -7.7573592, 110.1149659 -7.7628659, 110.112284 -7.776941, 110.1066513 -7.7783657, 110.1006753 -7.7797903, 110.0894095 -7.7897828, 110.0882827 -7.7947793, 110.0827411 -7.8001688, 110.0802893 -7.8062386, 110.0719523 -7.8122554, 110.0622418 -7.8148706, 110.0615435 -7.8202921, 110.0591284 -7.824013, 110.0580749 -7.8406381, 110.0510124 -7.8447638, 110.0505709 -7.8515881, 110.0436553 -7.8595916, 110.0431157 -7.8637635, 110.0429194 -7.8679353, 110.0439367 -7.873314, 110.040834 -7.8851543, 110.0351628 -7.8846129, 110.0328421 -7.8875729, 110.0315513 -7.8929135, 110.023305 -7.8908417, 110.0167753 -7.8928507))",DI Yogyakarta,
